"Week_floor","Verbrauch_AG","Verbrauch_AI_AR","Verbrauch_BE_JU","Verbrauch_BL_BS","Verbrauch_FR","Verbrauch_GE_VD","Verbrauch_GL","Verbrauch_GR","Verbrauch_LU","Verbrauch_NE","Verbrauch_OW_NW_UR","Verbrauch_SG","Verbrauch_SH_ZH","Verbrauch_SO","Verbrauch_SZ_ZG","Verbrauch_TG","Verbrauch_TI","Verbrauch_VS"
2020-01-05,1.02532146106942,1.0138624118058,0.992642097725659,1.01769217739628,1.03084932097751,0.946630331804547,1.00448975383944,0.979126683012087,0.973747366851048,0.991124411342437,1.05203908350274,1.01630199230078,1.03638195415989,1.0013877054,1.03061229090103,1.03785167746878,1.02415525747917,1.00840484902817
2020-01-12,1.04971635483122,1.02441938206652,0.998013277798906,1.03755512932602,1.04944577520986,0.95477868044945,0.76693880376421,0.969752180075286,1.04045474927669,1.01921771142799,1.08104376982247,1.00095955910228,1.04267864789099,1.04486018286296,1.04889088957651,1.04470869963563,1.05336656702333,1.01801680791945
2020-01-19,1.12068658089551,1.09202328479433,1.04568323903458,1.08171424929428,1.10702417284607,0.99635019643229,0.849009517168776,1.02578874267885,1.0955774260683,1.03766809507409,1.14427077274136,1.09233674489759,1.09885648097264,1.11052018450455,1.11305456597424,1.10001810068867,1.07414421249054,1.05567569932586
2020-01-26,1.02213594016419,0.999648762740665,1.07399565437506,1.0282798671923,1.04993178361333,0.97954791503901,0.952864936746395,0.986464133210944,1.01845644923842,1.02692672583046,1.06164213169012,1.01699016548444,1.03923693300981,1.04357558079704,1.04346108927213,0.998462235310954,1.03880532949002,1.01795988560884
2020-02-02,1.01844711608953,1.03439511814662,1.04377850414619,1.02545916773771,1.03072862947899,1.02504041955067,1.14463141334275,1.02961517448178,1.0519866548534,1.02109886756023,1.0582120898393,1.0382480157195,1.03054070787768,1.00421177860959,1.0369331988052,1.02947364249988,1.03447002149852,1.0161274516412
2020-02-09,1.02080896452466,1.02444283061431,0.993382896754676,1.00899717505163,1.01989617342797,1.00456901968897,0.9387177714271,1.00131214239341,0.972503521769035,1.01138868104983,1.00969324836435,1.01846370173769,1.00856732791973,1.00682677635946,1.01233565489362,1.0201923846631,1.01273321991866,1.00858214496418
2020-02-16,0.993123009868312,0.982726411671337,0.983797895420262,0.995893435818416,0.984684547425359,0.976955614261794,0.911087057499737,0.979399709199697,0.979369025689222,0.999341694329005,0.986554800237118,0.975888133565304,0.982356803484753,1.0171554617731,0.995761497365566,0.988083604367608,0.980606736599595,0.988114205205686
2020-02-23,0.98408148217981,0.978598159197226,0.98928401961669,0.982185375399461,0.978453491132983,1.01334376835433,1.03370522814022,0.996529130611987,1.00468751006943,0.987430209965736,0.959320104972345,0.990561842221504,0.992148502568133,0.983511103547625,0.971205810829955,0.983750763646936,0.975325654317028,0.992424583793616
2020-03-01,1.01179877965812,1.00466219808688,1.05690958020341,0.963425967220777,1.01189094987862,1.01304063573701,1.0623472899559,0.994028314061044,1.02625420933356,1.00858834347504,0.998075335772242,1.01780966397456,1.01216028984256,0.995021309436582,0.999506536508003,1.00172046206362,0.998976449683701,1.00642304006996
2020-03-08,0.991156055292977,0.977756481325117,1.05346353295195,0.974470580289828,0.972985529091971,0.977755283472824,0.98946512088798,0.917547668079932,0.953037062560454,0.990690763757103,0.979771623452101,0.996928108591441,0.990454108434019,0.964058059252112,0.989819977840572,0.971480900591223,0.948495083470099,0.961018764820811
2020-03-15,0.915007515488111,0.874993943980161,0.998902339036423,0.924809180302147,0.876132180404258,0.887003230953766,1.18324908795519,0.772161763776933,0.907679899445585,0.869645735552817,0.826636988255821,0.925753016799499,0.904813092879944,0.911618001503452,0.863631710221279,0.911650162012191,0.853515109828596,0.789403369031419
2020-03-22,0.971527606065154,0.948270805694697,0.917455330266668,0.928448740175553,0.931354332735104,0.864005252947649,1.32327211332381,0.791655624770863,0.937245486930228,0.803562432549968,0.918130409447861,0.926934171455862,0.939595153585156,0.936956044538226,0.935940190514529,0.953713465067015,0.796180312177566,0.79300685233131
2020-03-29,0.951223227517632,0.918671321801701,0.945774215995141,0.919534008618394,0.902414862474612,0.811588543058888,1.13159353673372,0.77842559730155,0.897773580114738,0.791649457390099,0.880446656970512,0.907571621677029,0.916555300834728,0.910400081551684,0.905979043549857,0.924158155190208,0.777559488969868,0.773989441092855
2020-04-05,0.810127868139918,0.747647069225812,0.831192613714107,0.830011780198419,0.777648831196387,0.778201409910348,1.47704142476459,0.735681885712993,0.704029513913056,0.747749416354889,0.712086765082742,0.820398374477349,0.805712604359667,0.810013841791214,0.765038151455379,0.785744822776245,0.707621350124457,0.67882002959563
2020-04-12,0.775563283646604,0.736990953436062,0.830893587507882,0.813836235610414,0.760315332530986,0.776342858931116,1.51201933647604,0.708021137900585,0.752470772091475,0.748422938986378,0.689949707197175,0.780060207896848,0.787828342006305,0.82273318800807,0.743699009177298,0.765558800343273,0.712089235090432,0.624880589091239
2020-04-19,0.801392520221434,0.754661694754364,0.835816045733661,0.813343004217967,0.773088587258479,0.897640166206424,1.85850996411778,0.891640439588096,0.852205995141836,0.776438076643955,0.705735520958642,0.804287908755375,0.794374804035652,0.828459956344613,0.752195953600299,0.79826330272976,0.779557509772977,0.606086007944056
